"name","typeString","addressLineOne","addressLineTwo","city","state","zipFive","zipFour","county","isPoBoxLocation","phone","drivingDirectionsLink","grantNumber","delegateNumber","programName","programAddressLineOne","programAddressLineTwo","programCity","programState","programZipFive","programZipFour","programCounty","programPhone","programRegistrationPhone","latitude","longitude"
"Harvard Center","Head Start","1100 N Division St","First United Methodist Church","Harvard","IL","60033","1718","McHenry County",false,"(815) 943-5535","https://maps.google.com?saddr=40.633,-89.399&daddr=42.4275,-88.6136","05CH011195","000","Community Action Agency for McHenry County, Inc.","100 North Benton Street, Suite 3","","Woodstock","IL","60098","3299","McHenry County","(815) 943-5535","(815)338-8790",42.4275,-88.6136
"Chicago Commons - Eyes on the Future","Early Head Start","6969 N Ravenswood Ave","","Chicago","IL","60626","3138","Cook County",false,"(773) 973-0771","https://maps.google.com?saddr=40.633,-89.399&daddr=42.0084,-87.6753","05HP000439","204","Chicago Commons Association","515 E 50th St","","Chicago","IL","60615","2401","Cook County","(773) 973-0771","(773)638-5600",42.0084,-87.6753
"Eyes on the Future","Head Start and Early Head Start","6969 N Ravenswood Ave","Ste A","Chicago","IL","60626","3180","Cook County",false,"(773) 973-0771","https://maps.google.com?saddr=40.633,-89.399&daddr=42.0085,-87.675","05CH012065","001","Eyes on the Future","6969 N Ravenswood Ave","Ste A","Chicago","IL","60626","3180","Cook County","(773) 973-0771","(773) 973-0771",42.0085,-87.675
"Lake Shore Schools","Head Start and Early Head Start","6759 N Greenview Ave","","Chicago","IL","60626","4207","Cook County",false,"(773) 743-1118","https://maps.google.com?saddr=40.633,-89.399&daddr=42.0052,-87.668","05CH012056","000","Henry Booth House","2907 S Wabash Ave","Ste 205","Chicago","IL","60616","3271","Cook County","(773) 743-1118","(312)949-3600 - 3602",42.0052,-87.668
"Mary Crane League - Mary Crane Center (Morse)","Head Start and Early Head Start","1545 W Morse Ave","","Chicago","IL","60626","3306","Cook County",false,"(773) 262-1390","https://maps.google.com?saddr=40.633,-89.399&daddr=42.0078,-87.6691","05CH012050","017","Mary Crane League","4006 W Lake St"," ","Chicago","IL","60624","1839","Cook County","(773) 262-1390","(773)242-2860",42.0078,-87.6691
"Baby Toddler Nursery","Early Head Start","2200 Main St","","Evanston","IL","60202","1544","Cook County",false,"(847) 491-9650","https://maps.google.com?saddr=40.633,-89.399&daddr=42.0335,-87.7045","05CH011754","201","Infant Welfare Society","2200 Main St.","","Evanston","IL","60202","-1","Cook County","(847) 491-9650","(847)491-9650 - 14",42.0335,-87.7045
"NEWTON 1","Head Start","1306 Fairground Ave","","Newton","IL","62448","1153","Jasper County",false,"(618) 783-3467","https://maps.google.com?saddr=40.633,-89.399&daddr=38.9875,-88.1776","05CH011449","000","Embarras River Basin Agency, Inc.","400 W Pleasant St","","Greenup","IL","62428","-1","Cumberland County","(618) 783-3467","(217)923-3113",38.9875,-88.1776
"Howard Area Community Center - The Family Center","Early Head Start","7510 N Ashland Ave","the Family Center","Chicago","IL","60626","1702","Cook County",false,"(773) 764-7610","https://maps.google.com?saddr=40.633,-89.399&daddr=42.0184,-87.6717","05CH011812","200","HOWARD AREA COMMUNITY CENTER","7648 N Paulina St"," ","Chicago","IL","60626","1018","Cook County","(773) 764-7610","(773)764-7610",42.0184,-87.6717
"Joseph E. Hill Education Center","Head Start and Early Head Start","1500 McDaniel Ave","","Evanston","IL","60201","3976","Cook County",false,"(847) 859-8300","https://maps.google.com?saddr=40.633,-89.399&daddr=42.0452,-87.7089","05CH011754","000","Evanston/Skokie Community Consolidated School District 65","1500 McDaniel Ave","","Evanston","IL","60201","3976","Cook County","(847) 859-8300","(847)859-8300",42.0452,-87.7089
"McHenry Center","Head Start","404 N Green St","Shepherd/Hills Lutheran Church","McHenry","IL","60050","5645","McHenry County",false,"(815) 385-3243","https://maps.google.com?saddr=40.633,-89.399&daddr=42.3329,-88.2672","05CH011195","000","Community Action Agency for McHenry County, Inc.","100 North Benton Street, Suite 3","","Woodstock","IL","60098","3299","McHenry County","(815) 385-3243","(815)338-8790",42.3329,-88.2672
"NEWTON 2","Head Start","501 S Walnut St","C/O Kids Kingdom","Newton","IL","62448","1325","Jasper County",false,"(618) 783-5623","https://maps.google.com?saddr=40.633,-89.399&daddr=38.9851,-88.1664","05CH011449","000","Embarras River Basin Agency, Inc.","400 W Pleasant St","","Greenup","IL","62428","-1","Cumberland County","(618) 783-5623","(217)923-3113",38.9851,-88.1664
"Home Based","Head Start and Early Head Start","1335 Dodge Ave","","Evanston","IL","60201","4031","Cook County",false,"(847) 475-2661","https://maps.google.com?saddr=40.633,-89.399&daddr=42.0425,-87.6989","05CH011537","200","Childcare Network of Evanston","1335 Dodge Ave"," ","Evanston","IL","60201","4031","Cook County","(847) 475-2661","(847)475-2661",42.0425,-87.6989
"McGaw YMCA Childcare Center","Head Start","2010 Dewey Ave","","Evanston","IL","60201","3021","Cook County",false,"(847) 475-2661","https://maps.google.com?saddr=40.633,-89.399&daddr=42.0545,-87.6962","05CH011537","000","Childcare Network of Evanston","1335 Dodge Ave"," ","Evanston","IL","60201","4031","Cook County","(847) 475-2661","(847)475-2661",42.0545,-87.6962
"Teen Baby Nursery","Early Head Start","2010 Dewey Ave","","Evanston","IL","60201","3021","Cook County",false,"(847) 864-6945","https://maps.google.com?saddr=40.633,-89.399&daddr=42.0545,-87.6962","05CH011754","201","Infant Welfare Society","2200 Main St.","","Evanston","IL","60202","-1","Cook County","(847) 864-6945","(847)491-9650 - 14",42.0545,-87.6962
"Granite City North Head Start","Head Start and Early Head Start","2413 Corporate Center Drive","","Granite City","IL","62040","-1","Madison County",false,"(618) 797-1547","https://maps.google.com?saddr=40.633,-89.399&daddr=38.7297,-90.1037","05CH011888","000","Riverbend Head Start And Family Services","550 Landmarks Blvd","","Alton","IL","62002","6321","Madison County","(618) 797-1547","(618)463-5946",38.7297,-90.1037
"CEFS Head Start 0-5 Program-Louisville","Head Start and Early Head Start","211 N Lynn St","","Louisville","IL","62858","1211","Clay County",false,"(618) 665-3899","https://maps.google.com?saddr=40.633,-89.399&daddr=38.7712,-88.5023","05CH011248","000","C.E.F.S. ECONOMIC OPPORTUNITY CORPORATION","1805 S Banker St","","Effingham","IL","62401","2765","Effingham County","(618) 665-3899","(217)342-2193 - 139",38.7712,-88.5023
"Round Lake Head Start","Head Start","420 Greenwood Dr","","Round Lake Park","IL","60073","3448","Lake County",false,"(847) 257-5729","https://maps.google.com?saddr=40.633,-89.399&daddr=42.3567,-88.083","90CH011760","000","CDI HS/Lake County, IL","10065 E Harvard Ave","Ste 700","Denver","CO","80231","5915","Denver County","(847) 257-5729","(847) 257-5729",42.3567,-88.083
"OBLONG","Head Start","203 W Missouri St","","Oblong","IL","62449","1259","Crawford County",false,"(618) 592-4440","https://maps.google.com?saddr=40.633,-89.399&daddr=39.0009,-87.9101","05CH011449","000","Embarras River Basin Agency, Inc.","400 W Pleasant St","","Greenup","IL","62428","-1","Cumberland County","(618) 592-4440","(217)923-3113",39.0009,-87.9101
"Collinsville Head Start","Head Start and Early Head Start","5 Crestmont Dr","","Collinsville","IL","62234","4371","Madison County",false,"(618) 345-9588","https://maps.google.com?saddr=40.633,-89.399&daddr=38.6911,-89.9888","05CH011888","000","Riverbend Head Start And Family Services","550 Landmarks Blvd","","Alton","IL","62002","6321","Madison County","(618) 345-9588","(618)463-5946",38.6911,-89.9888
"Granite City South Head Start","Head Start and Early Head Start","1249 20th St","","Granite City","IL","62040","4528","Madison County",false,"(618) 877-2102","https://maps.google.com?saddr=40.633,-89.399&daddr=38.7034,-90.1514","05CH011888","000","Riverbend Head Start And Family Services","550 Landmarks Blvd","","Alton","IL","62002","6321","Madison County","(618) 877-2102","(618)463-5946",38.7034,-90.1514
"First Step Early Learning & Family Support Program Staff Office-Home-Based/Clinton & Washington Counties","Early Head Start","955 N Plum St","","Breese","IL","62230","1132","Clinton County",false,"(618) 526-8830","https://maps.google.com?saddr=40.633,-89.399&daddr=38.6159,-89.5319","05CH010887","200","Community Link, Inc.","1665 N 4th St","","Breese","IL","62230","1791","Clinton County","(618) 526-8830","(618)526-8830",38.6159,-89.5319
"Woodland Head Start","Head Start","17261 W Gages Lake Rd","","Grayslake","IL","60030","1832","Lake County",false,"(847) 257-6812","https://maps.google.com?saddr=40.633,-89.399&daddr=42.3519,-87.9696","90CH011760","000","CDI HS/Lake County, IL","10065 E Harvard Ave","Ste 700","Denver","CO","80231","5915","Denver County","(847) 257-6812","(847) 257-6812",42.3519,-87.9696
"BCMW Breese Head Start","Head Start","25 N Main St","","Breese","IL","62230","1627","Clinton County",false,"(618) 526-2419","https://maps.google.com?saddr=40.633,-89.399&daddr=38.6072,-89.5276","05CH010779","000","B.C.M.W. Community Services, Inc.","909 E Rexford St"," ","Centralia","IL","62801","3033","Marion County","(618) 526-2419","(618)532-4890 - 141",38.6072,-89.5276
"BCMW Salem Head Start","Head Start","30 Salem Business Ctr S","","Salem","IL","62881","3705","Marion County",false,"(618) 548-1020","https://maps.google.com?saddr=40.633,-89.399&daddr=38.63,-88.96","05CH010779","000","B.C.M.W. Community Services, Inc.","909 E Rexford St"," ","Centralia","IL","62801","3033","Marion County","(618) 548-1020","(618)532-4890 - 141",38.63,-88.96
"Alice Discovery Head Start","Head Start","1906 Sherman Ave","","North Chicago","IL","60064","2318","Lake County",false,"(847) 257-6713","https://maps.google.com?saddr=40.633,-89.399&daddr=42.3244,-87.8626","90CH011760","000","CDI HS/Lake County, IL","10065 E Harvard Ave","Ste 700","Denver","CO","80231","5915","Denver County","(847) 257-6713","(847) 257-6713",42.3244,-87.8626
"Lebanon Head Start","Head Start and Early Head Start","689 Scott Troy Rd","","Lebanon","IL","62254","1907","St. Clair County",false,"(618) 482-6955","https://maps.google.com?saddr=40.633,-89.399&daddr=38.6141,-89.8756","05CH012061","000","Southern Illinois University Edwardsville","6 Hairpin Dr","2202 Rendleman Hall","Edwardsville","IL","62026","0001","Madison County","(618) 482-6955","(618)482-6955 - 28309",38.6141,-89.8756
"Lovejoy Head Start","Head Start","120 N 6th St","","Lovejoy","IL","62059","5906","St. Clair County",false,"(618) 874-5007","https://maps.google.com?saddr=40.633,-89.399&daddr=38.6595,-90.1658","05CH012061","000","Southern Illinois University Edwardsville","6 Hairpin Dr","2202 Rendleman Hall","Edwardsville","IL","62026","0001","Madison County","(618) 874-5007","(618)482-6955 - 28309",38.6595,-90.1658
"ROBINSON","Head Start","502 S Reed St","","Robinson","IL","62454","1629","Crawford County",false,"(618) 544-8253","https://maps.google.com?saddr=40.633,-89.399&daddr=39.0016,-87.7484","05CH011449","000","Embarras River Basin Agency, Inc.","400 W Pleasant St","","Greenup","IL","62428","-1","Cumberland County","(618) 544-8253","(217)923-3113",39.0016,-87.7484
"Bluffview Head Start","Head Start and Early Head Start","8100 Bunkum Rd","","Caseyville","IL","62232","2104","St. Clair County",false,"(618) 394-0918","https://maps.google.com?saddr=40.633,-89.399&daddr=38.6244,-90.0588","05CH012061","000","Southern Illinois University Edwardsville","6 Hairpin Dr","2202 Rendleman Hall","Edwardsville","IL","62026","0001","Madison County","(618) 394-0918","(618)482-6955 - 28309",38.6244,-90.0588
"East Dubuque","Head Start","100 N School Rd","","East Dubuque","IL","61025","1174","Jo Daviess County",false,"(815) 235-3740","https://maps.google.com?saddr=40.633,-89.399&daddr=42.4971,-90.6377","05CH010568","000","Northwestern Illinois Community Action Agency HS","511 S Liberty Ave","Rm 146","Freeport","IL","61032","5600","Stephenson County","(815) 235-3740","(815)235-3740",42.4971,-90.6377
"Jackie Joyner Kersee Head Start","Head Start and Early Head Start","101 Jackie Joyner Kersee Cir","","East Saint Louis","IL","62204","1742","St. Clair County",false,"(618) 215-6084","https://maps.google.com?saddr=40.633,-89.399&daddr=38.6255,-90.1246","05CH012061","000","Southern Illinois University Edwardsville","6 Hairpin Dr","2202 Rendleman Hall","Edwardsville","IL","62026","0001","Madison County","(618) 215-6084","(618)482-6955 - 28309",38.6255,-90.1246
"Lessie Bates Davis Neighborhood House","Head Start and Early Head Start","1045 State St","","East Saint Louis","IL","62201","1907","St. Clair County",false,"(618) 875-9756","https://maps.google.com?saddr=40.633,-89.399&daddr=38.6249,-90.1483","05CH012061","000","Southern Illinois University Edwardsville","6 Hairpin Dr","2202 Rendleman Hall","Edwardsville","IL","62026","0001","Madison County","(618) 875-9756","(618)482-6955 - 28309",38.6249,-90.1483
"OHU Waukegan Busy Bee","Early Head Start","2115 S Ernie Krueger Cir","","Waukegan","IL","60087","4156","Lake County",false,"(847) 245-6800","https://maps.google.com?saddr=40.633,-89.399&daddr=42.3909,-87.8862","05CH010774","200","Ounce of Prevention Fund","33 W Monroe St","Ste 1200","Chicago","IL","60603","5316","Cook County","(847) 245-6800","(312)922-3863",42.3909,-87.8862
"Home Base Option","Head Start and Early Head Start","601 James R Thompson Blvd","Bldg 103","East Saint Louis","IL","62201","1129","St. Clair County",false,"(618) 482-8331","https://maps.google.com?saddr=40.633,-89.399&daddr=38.6215,-90.1617","05CH012061","000","Southern Illinois University Edwardsville","6 Hairpin Dr","2202 Rendleman Hall","Edwardsville","IL","62026","0001","Madison County","(618) 482-8331","(618)482-6955 - 28309",38.6215,-90.1617
"Discovery Center for Little Scholars","Head Start and Early Head Start","601 James R Thompson Blvd","Building D, Room 1027","East Saint Louis","IL","62201","1129","St. Clair County",false,"(618) 482-6973","https://maps.google.com?saddr=40.633,-89.399&daddr=38.6212,-90.1619","05CH012061","000","Southern Illinois University Edwardsville","6 Hairpin Dr","2202 Rendleman Hall","Edwardsville","IL","62026","0001","Madison County","(618) 482-6973","(618)482-6955 - 28309",38.6212,-90.1619
"Helen Davis Head Start","Head Start and Early Head Start","109 N 13th St","","East Saint Louis","IL","62201","2814","St. Clair County",false,"(618) 271-9296","https://maps.google.com?saddr=40.633,-89.399&daddr=38.6176,-90.1524","05CH012061","000","Southern Illinois University Edwardsville","6 Hairpin Dr","2202 Rendleman Hall","Edwardsville","IL","62026","0001","Madison County","(618) 271-9296","(618)482-6955 - 28309",38.6176,-90.1524
"BCMW Centralia Head Start","Head Start and Early Head Start","1101 S Locust St","","Centralia","IL","62801","4709","Marion County",false,"(618) 532-4890","https://maps.google.com?saddr=40.633,-89.399&daddr=38.5155,-89.1369","05CH010779","000","B.C.M.W. Community Services, Inc.","909 E Rexford St"," ","Centralia","IL","62801","3033","Marion County","(618) 532-4890","(618)532-4890 - 141",38.5155,-89.1369
"Newport Head Start","Head Start","15872 W 21st St","","Wadsworth","IL","60083","8918","Lake County",false,"(847) 257-6247","https://maps.google.com?saddr=40.633,-89.399&daddr=42.4629,-87.9374","90CH011760","000","CDI HS/Lake County, IL","10065 E Harvard Ave","Ste 700","Denver","CO","80231","5915","Denver County","(847) 257-6247","(847) 257-6247",42.4629,-87.9374
"Cahokia Head Start","Head Start and Early Head Start","150 Edgar St","","Cahokia","IL","62206","1216","St. Clair County",false,"(618) 332-2026","https://maps.google.com?saddr=40.633,-89.399&daddr=38.5763,-90.1801","05CH012061","000","Southern Illinois University Edwardsville","6 Hairpin Dr","2202 Rendleman Hall","Edwardsville","IL","62026","0001","Madison County","(618) 332-2026","(618)482-6955 - 28309",38.5763,-90.1801
"OLNEY","Head Start","524 W South Ave","","Olney","IL","62450","1313","Richland County",false,"(618) 393-6054","https://maps.google.com?saddr=40.633,-89.399&daddr=38.7245,-88.0917","05CH011449","000","Embarras River Basin Agency, Inc.","400 W Pleasant St","","Greenup","IL","62428","-1","Cumberland County","(618) 393-6054","(217)923-3113",38.7245,-88.0917
